codigo,fecha_radicacion,nombre_proyecto,valor_inicial_proyecto,valor_adicional,valor_total_proyecto,sector,municipio,entidad_presenta,estado_proyecto
50415,2005-12-30,Cobertura y acceso a la educación con sentido de equidad.,249573000,0,249573000,Educación,Departamento,Educación,VIABLE
50416,2005-12-30,Sostenimiento y expansión de los servicios educativos del Atlántico Sistema General de Participaciones,110917537440,0,110917537440,Educación,Departamento,Educación,RECURSOS ASIGNADOS
50418,2005-12-30,Eficiencia y Fortalecimiento Institucional.,169320000,0,169320000,Educación,Departamento,Educación,RECURSOS ASIGNADOS
50419,2005-12-30,Educación superior y articulación con educación media.,71123149,898876851,970000000,Educación,Departamento,Departamento,RECURSOS ASIGNADOS
50424,2005-12-30,Estudio de Preinversión para la intervención de la Estación Ferrocarril en el municipio de Puerto Colombia,19500000,0,19500000,Cultura,Puerto Colombia,Cultura,RECURSOS ASIGNADOS
60001,2006-01-10,Apoyo a la Defensoría del Pueblo.,313000000,0,313000000,Seguridad,Barranquilla,Interior,RECURSOS ASIGNADOS
60002,2006-01-10,Ampliación de tarima del parque central del municipio de Campo de la Cruz. Atlantico,19967875,0,19967875,Deporte y Recreación,Campo de la Cruz,Campo de la Cruz,VIABLE
60003,2006-01-10,Construcción de 14 unidades sanitarias en el Corregimiento de San Juan de Tocagua en el municipio de Luruaco.,30432500,0,30432500,Alcantarillado,Luruaco,Agua Potable,VIABLE
60004,2006-01-10,Construcción de 14 unidades sanitarias Barrio La Candelaria del Corregimiento de Los Pendales en el municipio de Luruaco.,30432500,0,30432500,Alcantarillado,Luruaco,Agua Potable,VIABLE
60005,2006-01-11,Reubicación de postes primarios en la línea trifásica vía Baranoa - Sibarco desde el K4+600 hasta el K6+500,24304485,0,24304485,Electrificación,Baranoa,Infraestructura,RECURSOS ASIGNADOS
60006,2006-01-13,Asesoría en el fortalecimiento de las unidades productivas identificadas en el Dpto del Atlántico,250000000,125000000,375000000,Productividad y Competividad,Departamento,Desarrollo,RECURSOS ASIGNADOS
60007,2006-01-13,Apoyo a la banda departamental de Baranoa,30000000,0,30000000,Cultura,Baranoa,Cultura,RECURSOS ASIGNADOS
60008,2006-01-16,Capacitación integral de lideres comunitarios en participación ciudadana y control social en el municipio de Polonuevo.,30000000,0,30000000,Participación Ciudadana,Polonuevo,Interior,DEVUELTO
60009,2006-01-16,Adecuación del parque central del municipio de Repelón en el Dpto del Atlántico,23992085,0,23992085,Deporte y Recreación,Repelón,Repelón,RECURSOS ASIGNADOS
60010,2006-01-17,Apoyo integral a productores y comercializadores de butifarra en el municipio de Soledad,66000000,0,66000000,Productividad y Competividad,Soledad,Desarrollo,RECURSOS ASIGNADOS
60011,2006-01-18,Suministro de semillas de maíz variedad ICA-V-109 para los damnificados de la banda oriental del Río Magdalena,24150000,0,24150000,Agropecuario,Departamento,Desarrollo,RECURSOS ASIGNADOS
60012,2006-01-19,Apoyo para el desarrollo integral productivo en la pequeña y mediana empresa ganadera del departamento del Atlántico,2000000000,0,2000000000,Agropecuario,Departamento,Desarrollo,RECURSOS ASIGNADOS
60013,2006-01-19,"Adecuación de puntos críticos para la energización de redes de media y baja tensión en los barrios Alfonso López de Palmar de Varela, San Martín y la Esperanza de Malambo.",11891100,0,11891100,Electrificación,Palmar de Varela y Malambo,Infraestructura,RECURSOS ASIGNADOS
60014,2006-01-19,Adecuación de la cancha múltiple de la Rosita del municipio de Puerto Colombia,24372041,0,24372041,Deporte y Recreación,Puerto Colombia,Puerto Colombia,RECURSOS ASIGNADOS
60015,2006-01-19,Adecuación general del ecoparque el cementerio del municipio de Santa Lucía,24400059,0,24400059,Deporte y Recreación,Santa Lucía,Santa Lucía,RECURSOS ASIGNADOS
60016,2006-01-19,Adecuación parque central corregimiento de Molineros de Sabanalarga,24430374,0,24430374,Deporte y Recreación,Sabanalarga,Sabanalarga,RECURSOS ASIGNADOS
60017,2006-01-20,"Limpieza, adecuación y rectificación del arroyo caño fistola de Sabanagrande.",36671710,0,36671710,Mitigación de riesgos,Sabanagrande,Interior,RECURSOS ASIGNADOS
60018,2006-01-20,Perforación de pozo profundo en el corregimiento de Caracolí de Malambo,86000000,0,86000000,Agua Potable,Malambo,Agua Potable,RECURSOS ASIGNADOS
60019,2006-01-20,Aportes para la atención integral de ancianos indigentes en el Asilo Granja San José y Asilo San Antonio en Soledad y Barranquilla,243936000,0,243936000,Familia,Soledad y Barranquilla,Gerencia Capital Social,RECURSOS ASIGNADOS
60020,2006-01-20,Construcción de obras complementarias del tanque de lodos del sistema de alcantarillado del municipio de Santa Lucía.,24296400,0,24296400,Alcantarillado,Santa Lucía,Agua Potable,VIABLE
60021,2006-01-23,Construcción del nuevo sistema de captación y aducción para el acueducto del municipio de Manatí,4350518000,0,4350518000,Agua Potable,Manatí,Agua Potable,DEVUELTO
60022,2006-01-23,Capacitación en veeduría ciudadana y mecanismo de participación comunitaria para el desarrollo del corredor turístico del departamento del Atlántico,10000000,0,10000000,Participación Ciudadana,Departamento,Desarrollo,DEVUELTO
60023,2006-01-23,Construcción parque central en el corregimiento de Carreto de Candelaria,22494000,0,22494000,Deporte y Recreación,Candelaria,Candelaria,DEVUELTO
60024,2006-01-24,"Capacitación en agricultura orgánica en el manejo agronomico del cultivo de hortalizas en los municipios de Soledad, Malambo, Sabanagrande y Santo Tomás.",23952000,0,23952000,Agropecuario,"Soledad, Malambo, Sabanagrande, Santo Tomás",Desarrollo,RECURSOS ASIGNADOS
60025,2006-01-24,Adecuación y mantenimiento del Banco de Maquinaria agrícola del Dpto del Atlántico,227764420,493889750,721654170,Agropecuario,Departamento,Desarrollo,RECURSOS ASIGNADOS
60026,2006-01-24,"Limpieza, adecuación y rectificación del arroyo Cien Pesos para la prevención de desastres y mejoramiento ambiental en el municipio de Baranoa",24439935,0,24439935,Mitigación de riesgos,Baranoa,Interior,RECURSOS ASIGNADOS
60027,2006-01-24,Adecuación de la cancha de futbol en la parcela No. 5 La Comunal en la Vereda El Porvenir y La Compuerta en el municipio de Manatí,24256440,0,24256440,Deporte y Recreación,Manatí,Manatí,RECURSOS ASIGNADOS
60028,2006-01-24,Estudios geolectricos para determinar el sitio de concentracion de aguas subterraneas para la construccion de pozos profundos de corregimientos y algunas cabeceras municipales del Dpto del Atlántico,23850000,0,23850000,Agua Potable,Departamento,Agua Potable,RECURSOS ASIGNADOS
60029,2006-01-24,Instalación de línea de distribución en tuberia de polietileno de 90 mm para el sistema de acueducto del corregimiento de la Peña de Sabanalarga,24462847,0,24462847,Agua Potable,Sabanalarga,Agua Potable,RECURSOS ASIGNADOS
60030,2006-01-24,Construcción de 30 unidades sanitarias en la zona periferica de la cabecera del municipio de Piojó.,65212500,0,65212500,Alcantarillado,Piojó,Agua Potable,RECURSOS ASIGNADOS
60031,2006-01-24,"Adecuación de áreas para el funcionamiento de galerías mùltiples y patio principal, archivo general y sala VIP del Museo Atlántico Somos Todos en el edificio de la antigua Gobernación del Atlántico",180000000,0,180000000,Cultura,Barranquilla,Cultura,VIABLE
60032,2006-01-25,Fortalecimiento de la capacidad logistica del Atlántico orientada al desarrollo competitivo del Departamento,24400000,0,24400000,Productividad y Competividad,Departamento,Desarrollo,RECURSOS ASIGNADOS
60033,2006-01-25,"Adecuación, limpieza, canalización y rectificación del arroyo Megua en el corregimiento de Pital de Megua de Baranoa",24373913,0,24373913,Mitigación de riesgos,Baranoa,Interior,RECURSOS ASIGNADOS
60034,2006-01-25,Apoyo a la realización de los estudios y diseños del Museo Atlántico Somos Todos - Plan Maestro y propuesta museografica en el Departamento del Atlántico,135000000,145000000,280000000,Cultura,Barranquilla,Cultura,RECURSOS ASIGNADOS
60035,2006-01-26,Apoyo a las obras urbanísticas de la Urbanización Mati II etapa del Municipio de Manatí.,266207840,0,266207840,Vivienda,Manatí,Manatí,RECURSOS ASIGNADOS
60036,2006-01-27,Capacitación en el manejo integral de basuras y desechos sólidos en las playas de Puerto Colombia.,10000000,0,10000000,Medio Ambiente,Puerto Colombia,Desarrollo,DEVUELTO
60037,2006-01-27,Talleres de capacitación en mecanismos de participación ciudadana en el departamento del Atlántico,24000000,0,24000000,Participación Ciudadana,Departamento,Interior,RECURSOS ASIGNADOS
60038,2006-01-27,Construcción del cerramiento del colegio Eutorgio Salgar del Corregimiento de Salgar en el municipio de Puerto Colombia,28447000,0,28447000,Educación,Puerto Colombia,Puerto Colombia,DEVUELTO
60039,2006-02-03,Conformación de una sociedad anónima estatal para la vinculación del operador especializado del acueducto regional costero,200000000,0,200000000,Agua Potable,"Juan de Acosta, Piojò, Tubará, Usiacurí",Agua Potable,RECURSOS ASIGNADOS
60040,2006-02-10,Instalación de redes de distribución de agua potable en los Barrios Villa Merli y Alianza de Soledad,99498504,0,99498504,Agua Potable,Soledad,Agua Potable,RECURSOS ASIGNADOS
60041,2006-02-20,Rehabilitación de tanques de almacenamiento para los sistemas de acueducto de los corregimientos del Dpto,162775189,227295292,390070481,Agua Potable,Departamento,Agua Potable,RECURSOS ASIGNADOS
60042,2006-02-21,Mantenimiento carreteable que comunica el municipio de Manatí con el corregimiento de Aguada de Pablo en el municipio de Sabanalarga. Departamento del Atlántico,1075774018,0,1075774018,Vías,Manatí,Manatí,VIABLE
60043,2006-03-03,Construcion de redes de distribucion electrica de media y baja tension del barrio los Carruajes del Municipio de Galapa,1509393000,0,1509393000,Electrificación,Galapa,Galapa,ESTUDIO
60044,2006-03-06,Construccion de Plataforma para Campeonato Canotaje y Esqui Nautico en la Laguna de Luruaco Departamento del Atlantico.,518082073,0,518082073,Deporte y Recreación,Luruaco,Infraestructura,RECURSOS ASIGNADOS
60045,2006-03-08,Normalizacion Redes Electricas del Barrio Centro en el Municipio de Sabanagrande.,638097973,0,638097973,Electrificación,Sabanagrande,Sabanagrande,DEVUELTO
60046,2006-03-21,"Construccion Redes de Distribucion de Agua Potable en el Barrio las Colonias II Etapa en el Municipio de Soledad, Departamento del Atlantico",185304930,0,185304930,Agua Potable,Soledad,Agua Potable,RECURSOS ASIGNADOS
60047,2006-03-31,Implementación proyecto gestores de vida digna en el departamento del Atlántico,40000000,0,40000000,Familia,Departamento,Gerencia Capital Social,VIABLE
60048,2006-03-31,Construcción del sistema eléctrico del Barrio Las Tablitas del Municipio de Palmar de Varela. Atlantico,33948000,0,33948000,Electrificación,Palmar de Varela,Palmar de Varela,DEVUELTO
60049,2006-04-07,Apoyo para el desarrollo del proyecto Cantón Norte para la Segunda Brigada de Barranquilla,2430000000,0,2430000000,Seguridad,Barranquilla,Interior,RECURSOS ASIGNADOS
60050,2006-04-18,Normalización urbana del Barrio La Inmaculada para reubicar familias que estan en zonas de alto riesgo del municipio de Galapa,1089985000,0,1089985000,Vivienda,Galapa,Galapa,ESTUDIO
60051,2006-04-18,Mantenimiento y optimización a los pozos de agua existente para la policia de carabineros en el municipio de Malambo,24250000,0,24250000,Seguridad,Malambo,Interior,RECURSOS ASIGNADOS
60052,2006-04-27,Fortalecimiento institucional de la Secretaría de Desarrollo Económico,56432490,0,56432490,Fortalecimiento Institucional,Departamento,Desarrollo,RECURSOS ASIGNADOS
60053,2006-04-27,"Estudios de pre-factibilidad, diseños para el mejoramiento, la rehabilitación, reconstrucción y construcción de distritos de riegos de mediana, pequeña y gran escala en el Dpto",500000000,0,500000000,Agropecuario,Departamento,Desarrollo,VIABLE
60054,2006-04-27,"Adecuación de tierras para los sectores adyacentes a los distritos de riegos construidos, recuperados y/o rehabilitados localizados en el Dpto del Atlántico",110000000,0,110000000,Agropecuario,Departamento,Desarrollo,DEVUELTO
60055,2006-04-28,Construcción del sistema acueducto regional de Sabanalarga,18855000000,4430403037,23285403037,Agua Potable,Sabanalarga,Agua Potable,RECURSOS ASIGNADOS
60056,2006-05-11,Implementación de un plan de desarrollo económico en el sector turistico a través del festival de la mascara y el bejuco 5 versión en la población del municipio de Galapa y el corregimiento de Paluato.,88000000,0,88000000,Turismo,Galapa,Galapa,ESTUDIO
60057,2006-05-11,Apoyo al programa de recuperación de playas del departamento,1208719130,0,1208719130,Turismo,Departamento,Desarrollo,RECURSOS ASIGNADOS
60058,2006-05-11,Construcción de redes secundarias de distribución del Barrio 19 de Marzo segunda etapa en el municipio de Luruaco,24408000,0,24408000,Electrificación,Luruaco,Luruaco,RECURSOS ASIGNADOS
60059,2006-05-12,Apoyo a la modernización y desarrollo del sector turismo en el Departamento del Atlántico.,732000000,0,732000000,Turismo,Departamento,Desarrollo,VIABLE
60060,2006-05-15,rehabilitación del camino Polonuevo - Pitalito en el municipio de Polonuevo. Departamento del Atlántico,460920000,0,460920000,Vías,Polonuevo,Polonuevo,VIABLE
60061,2006-05-15,Construcción obras de canalización de los arroyos afluentes al arroyo Cacure en el Barrio Camilo Torres del municipio de Polonuevo. Departamento del Atlántico. Primera Etapa.,119975280,0,119975280,Mitigación de riesgos,Polonuevo,Polonuevo,VIABLE
60062,2006-05-18,Aportes para la reactivación de la producción agropecuaria en el municipio de Manatí,60000000,0,60000000,Agropecuario,Manatí,Desarrollo,VIABLE
60063,2006-05-19,Mejoramiento del sistema de acueducto del corregimiento de Caracolí y las veredas de Aguada de Caracolí y Cascaron del municipio de Malambo.,423052294,0,423052294,Agua Potable,Malambo,Agua Potable,VIABLE
60064,2006-05-19,Adecuación en la Institución educativa Máximo Mercado de Sabanalarga,24799198,0,24799198,Educación,Sabanalarga,Infraestructura,RECURSOS ASIGNADOS
60065,2006-05-24,Formulación de un programa para la ejecución de obras de urbanismos para viviendas de interés social en diferentes municipios del Atlántico.,20830498985,0,20830498985,Vivienda,Departamento,Infraestructura,VIABLE
60066,2006-05-31,Construcción de una bateria sanitaria en la Institucion Educativa Juan V. Padilla de Juan de Acosta (Ley 21),67206162,0,67206162,Educación,Juan de Acosta,Infraestructura,RECURSOS ASIGNADOS
60067,2006-05-31,Construcción y Dotación de un aula y reposición de un bateria sanitaria en la I.E. Maria Inmaculada de Pital de Megua en el municipio de Baranoa. (Ley 21),97858219,0,97858219,Educación,Baranoa,Infraestructura,RECURSOS ASIGNADOS
60068,2006-05-31,Construcción y Dotación de 12 aulas y una bateria sanitaria en la I.E. Nuestra Señora de la Candelaria en el municipio de Malambo. (ley 21),705117455,0,705117455,Educación,Malambo,Infraestructura,RECURSOS ASIGNADOS
60069,2006-05-31,reposición de dos aulas taller y construcción de una bateria sanitaria en la I.E. Técnico Industrial Pedro A. Oñoro de Baranoa. (Ley 21),263373043,0,263373043,Educación,Baranoa,Infraestructura,RECURSOS ASIGNADOS
60070,2006-05-31,Construcción y Dotación 2 aulas y una bateria sanitaria en la I.E. Villa Rosa de Repelón (Ley 21),181249357,0,181249357,Educación,Repelón,Infraestructura,RECURSOS ASIGNADOS
60071,2006-05-31,Construcción y Dotación de 2 aulas y una unidad sanitaria en la Institución Educativa Comercial Juan Bosco en el Municipio de Sabanagrande. Departamento del Atlántico,118736522,3520071,122256593,Educación,Sabanagrande,Infraestructura,RECURSOS ASIGNADOS
60072,2006-05-31,Construcción y Dotación de dos aulas y una unidad sanitaria en la I.E. Técnico Comercial de Santo Tomás (Ley 21),176230157,0,176230157,Educación,Santo Tomás,Infraestructura,RECURSOS ASIGNADOS
60073,2006-05-31,Construcción de una bateria sanitaria en la Institucion Educativa Simon Bolívar de Puerto Colombia (Ley 21),63818835,0,63818835,Educación,Puerto Colombia,Infraestructura,RECURSOS ASIGNADOS
60074,2006-06-01,"Aportes para la restauración, mantenimiento y funcionamiento  de la casa museo poeta Julio Florez de Usiacurí.",293227647,0,293227647,Cultura,Usiacurí,Usiacurí,RECURSOS ASIGNADOS
60075,2006-06-05,Aportes para la realización del programa de caravanas turísticas en el Dpto del Atlántico.,50000000,0,50000000,Turismo,Departamento,Desarrollo,VIABLE
60076,2006-06-06,Dotación del aula taller para el procesamiento de alimentos en la I.E. San Pablo de Polonuevo,52430199,0,52430199,Educación,Polonuevo,Polonuevo,VIABLE
60077,2006-06-06,Suministro de alimento concentrado a la estación piscicola del Incoder como apoyo a la producción de alevinos para la implementación de proyectos de cría de peces y repoblamiento en los diferentes cuerpos de aguas del Departamento del Atlántico,54322800,0,54322800,Agropecuario,Departamento,Desarrollo,RECURSOS ASIGNADOS
